x;y;z;rho_r;rho_b;psi
42;47;42;0.462924;0.271824;0.26009
43;47;42;0.245777;0.381772;-0.216708
44;47;42;0.113441;0.448607;-0.59633
45;47;42;0.0489048;0.482071;-0.815793
46;47;42;0.0209552;0.496451;-0.918999
47;47;42;0.00973935;0.502284;-0.961957
48;47;42;0.00529833;0.504541;-0.979216
49;47;42;0.00358962;0.505344;-0.985894
50;47;42;0.00314314;0.505553;-0.987642
51;47;42;0.00358976;0.505342;-0.985893
52;47;42;0.0052921;0.50454;-0.97924
53;47;42;0.00969666;0.502301;-0.962122
54;47;42;0.0207623;0.496544;-0.919729
55;47;42;0.048219;0.482427;-0.818263
56;47;42;0.111494;0.449615;-0.602595
57;47;42;0.24141;0.383965;-0.227951
58;47;42;0.456028;0.275366;0.247011
59;47;42;0.709717;0.147415;0.656028
60;47;42;0.894418;0.0538064;0.886511
61;47;42;0.973073;0.0138077;0.972018
39;48;42;0.963395;0.0187629;0.961792
40;48;42;0.861314;0.0706097;0.848465
41;48;42;0.644755;0.18024;0.563053
42;48;42;0.382882;0.312459;0.101278
43;48;42;0.18575;0.411961;-0.378462
44;48;42;0.078521;0.466723;-0.711979
45;48;42;0.0308929;0.491284;-0.881677
46;48;42;0.0122158;0.501008;-0.952396
47;48;42;0.00529833;0.504541;-0.979216
48;48;42;0.00274918;0.505763;-0.989187
49;48;42;0.00181856;0.506219;-0.992841
50;48;42;0.00157912;0.506318;-0.993782
51;48;42;0.00181745;0.506217;-0.992845
52;48;42;0.0027411;0.505763;-0.989219
53;48;42;0.00525624;0.504555;-0.97938
54;48;42;0.0120388;0.501095;-0.953077
55;48;42;0.0302641;0.491613;-0.884018
56;48;42;0.0766609;0.467677;-0.718333
57;48;42;0.181402;0.414215;-0.390877
58;48;42;0.375294;0.31627;0.0853482
59;48;42;0.636339;0.184513;0.550436
60;48;42;0.856125;0.073214;0.842439
61;48;42;0.961638;0.0196361;0.959978
39;49;42;0.954804;0.0231369;0.952683
40;49;42;0.834465;0.0842316;0.816628
41;49;42;0.598226;0.203638;0.492089
42;49;42;0.336711;0.335708;0.00149219
43;49;42;0.154505;0.427932;-0.469453
44;49;42;0.0616648;0.475387;-0.770358
45;49;42;0.0229589;0.495391;-0.911416
46;49;42;0.00861976;0.502849;-0.966294
47;49;42;0.00358962;0.505344;-0.985894
48;49;42;0.00181856;0.506219;-0.992841
49;49;42;0.00118619;0.506531;-0.995327
50;49;42;0.00102545;0.506624;-0.99596
51;49;42;0.00118406;0.50653;-0.995336
52;49;42;0.0018078;0.506219;-0.992883
53;49;42;0.00354275;0.505362;-0.986077
54;49;42;0.00843492;0.502942;-0.967011
55;49;42;0.0223159;0.495735;-0.913847
56;49;42;0.0597658;0.476376;-0.777052
57;49;42;0.149929;0.430246;-0.483159
58;49;42;0.328525;0.339836;-0.0169226
59;49;42;0.588574;0.208466;0.476899
60;49;42;0.82815;0.0874097;0.809057
61;49;42;0.952606;0.0242349;0.950381
38;50;42;0.990252;0.0050433;0.989866
39;50;42;0.951532;0.0247956;0.949206
40;50;42;0.824701;0.0892227;0.804748
41;50;42;0.582308;0.211584;0.466971
42;50;42;0.321789;0.343167;-0.0321496
43;50;42;0.144871;0.432762;-0.498399
44;50;42;0.0567556;0.477963;-0.787718
45;50;42;0.0207157;0.496539;-0.919901
46;50;42;0.00765316;0.503366;-0.970047
47;50;42;0.00314314;0.505553;-0.987642
48;50;42;0.00157912;0.506318;-0.993782
49;50;42;0.00102545;0.506624;-0.99596
50;50;42;0.00088429;0.506702;-0.996516
51;50;42;0.00102128;0.506626;-0.995976
52;50;42;0.0015621;0.506324;-0.993849
53;50;42;0.00307879;0.505583;-0.987895
54;50;42;0.00742068;0.503488;-0.970951
55;50;42;0.0199482;0.496933;-0.922813
56;50;42;0.054582;0.479108;-0.795454
57;50;42;0.139778;0.435371;-0.513942
58;50;42;0.312686;0.347665;-0.0529711
59;50;42;0.571678;0.21692;0.449859
60;50;42;0.81772;0.0927381;0.796283
61;50;42;0.949112;0.0259947;0.946683
62;50;42;0.989726;0.0052899;0.989367
39;51;42;0.954832;0.0231252;0.952707
40;51;42;0.834545;0.0841929;0.816721
41;51;42;0.598361;0.203573;0.492295
42;51;42;0.336836;0.335646;0.00177042
43;51;42;0.154583;0.427893;-0.469222
44;51;42;0.0617001;0.475367;-0.770233
45;51;42;0.0229717;0.495383;-0.911367
46;51;42;0.00862316;0.502845;-0.966281
47;51;42;0.00358976;0.505342;-0.985893
48;51;42;0.00181745;0.506217;-0.992845
49;51;42;0.00118406;0.50653;-0.995336
50;51;42;0.00102128;0.506626;-0.995976
51;51;42;0.00117474;0.506535;-0.995372
52;51;42;0.00178453;0.50623;-0.992974
53;51;42;0.00348157;0.505397;-0.986317
54;51;42;0.00827371;0.503038;-0.967637
55;51;42;0.0219126;0.495952;-0.915373
56;51;42;0.0588989;0.476837;-0.78012
57;51;42;0.148397;0.431018;-0.48777
58;51;42;0.326533;0.340828;-0.0214202
59;51;42;0.586931;0.209273;0.474323
60;51;42;0.827491;0.087737;0.808273
61;51;42;0.952515;0.0242727;0.950301
39;52;42;0.963438;0.018746;0.961828
40;52;42;0.861439;0.0705519;0.8486
41;52;42;0.644975;0.180134;0.563369
42;52;42;0.383095;0.312355;0.101718
43;52;42;0.185881;0.411896;-0.378093
44;52;42;0.0785768;0.466693;-0.711788
45;52;42;0.0309076;0.491273;-0.881621
46;52;42;0.0122146;0.501005;-0.9524
47;52;42;0.0052921;0.50454;-0.97924
48;52;42;0.0027411;0.505763;-0.989219
49;52;42;0.0018078;0.506219;-0.992883
50;52;42;0.0015621;0.506324;-0.993849
51;52;42;0.00178453;0.50623;-0.992974
52;52;42;0.00266793;0.505805;-0.989506
53;52;42;0.00507738;0.504646;-0.980078
54;52;42;0.0116007;0.501339;-0.954768
55;52;42;0.0292481;0.492152;-0.88781
56;52;42;0.0745948;0.468743;-0.72542
57;52;42;0.178027;0.415958;-0.400568
58;52;42;0.371175;0.31832;0.0766569
59;52;42;0.633217;0.186059;0.545797
60;52;42;0.854977;0.0737703;0.84114
61;52;42;0.961489;0.0196968;0.959851
39;53;42;0.974318;0.0131945;0.973277
40;53;42;0.898314;0.0518568;0.890847
41;53;42;0.716801;0.143855;0.665709
42;53;42;0.463123;0.271732;0.260447
43;53;42;0.245875;0.381726;-0.21646
44;53;42;0.11345;0.448603;-0.5963
45;53;42;0.0488712;0.482085;-0.815912
46;53;42;0.0209113;0.496468;-0.919165
47;53;42;0.00969666;0.502301;-0.962122
48;53;42;0.00525624;0.504555;-0.97938
49;53;42;0.00354275;0.505362;-0.986077
50;53;42;0.00307879;0.505583;-0.987895
51;53;42;0.00348157;0.505397;-0.986317
52;53;42;0.00507738;0.504646;-0.980078
53;53;42;0.00923474;0.502557;-0.963912
54;53;42;0.019742;0.497095;-0.923605
55;53;42;0.0460775;0.483551;-0.826001
56;53;42;0.107606;0.451649;-0.615181
57;53;42;0.235552;0.386867;-0.243109
58;53;42;0.449752;0.278541;0.235084
59;53;42;0.70556;0.149454;0.650406
60;53;42;0.893088;0.0544461;0.885078
61;53;42;0.972913;0.0138721;0.971884
39;54;42;0.984382;0.00808725;0.983703
40;54;42;0.935517;0.0330035;0.931848
41;54;42;0.801798;0.100684;0.776872
42;54;42;0.576358;0.214852;0.456902
43;54;42;0.343519;0.332194;0.0167592
44;54;42;0.178296;0.415957;-0.399933
45;54;42;0.0857306;0.462862;-0.687452
46;54;42;0.0409843;0.486174;-0.844509
47;54;42;0.0207623;0.496544;-0.919729
48;54;42;0.0120388;0.501095;-0.953077
49;54;42;0.00843492;0.502942;-0.967011
50;54;42;0.00742068;0.503488;-0.970951
51;54;42;0.00827371;0.503038;-0.967637
52;54;42;0.0116007;0.501339;-0.954768
53;54;42;0.019742;0.497095;-0.923605
54;54;42;0.0387073;0.487374;-0.852847
55;54;42;0.0810477;0.465316;-0.703319
56;54;42;0.169679;0.420279;-0.424775
57;54;42;0.330737;0.338679;-0.0118646
58;54;42;0.562351;0.221728;0.434424
59;54;42;0.79245;0.105389;0.765239
60;54;42;0.931924;0.0347668;0.92807
61;54;42;0.983487;0.00849801;0.982867
40;55;42;0.964857;0.018025;0.963322
41;55;42;0.881899;0.0601061;0.872387
42;55;42;0.709744;0.147511;0.655853
43;55;42;0.484174;0.261059;0.29939
44;55;42;0.288045;0.360303;-0.11145
45;55;42;0.15801;0.426071;-0.458945
46;55;42;0.0852011;0.463143;-0.689242
47;55;42;0.048219;0.482427;-0.818263
48;55;42;0.0302641;0.491613;-0.884018
49;55;42;0.0223159;0.495735;-0.913847
50;55;42;0.0199482;0.496933;-0.922813
51;55;42;0.0219126;0.495952;-0.915373
52;55;42;0.0292481;0.492152;-0.88781
53;55;42;0.0460775;0.483551;-0.826001
54;55;42;0.0810477;0.465316;-0.703319
55;55;42;0.150558;0.429863;-0.481212
56;55;42;0.276502;0.366176;-0.139532
57;55;42;0.469841;0.26815;0.273297
58;55;42;0.697525;0.153663;0.638945
59;55;42;0.875504;0.0632465;0.865254
60;55;42;0.962801;0.0190156;0.961264
40;56;42;0.983524;0.00854087;0.982782
41;56;42;0.941204;0.0301336;0.937954
42;56;42;0.834898;0.0837817;0.817604
43;56;42;0.655543;0.175188;0.578231
44;56;42;0.452288;0.276903;0.24052
45;56;42;0.286762;0.360973;-0.11457
46;56;42;0.176416;0.416898;-0.40532
47;56;42;0.111494;0.449615;-0.602595
48;56;42;0.0766609;0.467677;-0.718333
49;56;42;0.0597658;0.476376;-0.777052
50;56;42;0.054582;0.479108;-0.795454
51;56;42;0.0588989;0.476837;-0.78012
52;56;42;0.0745948;0.468743;-0.72542
53;56;42;0.107606;0.451649;-0.615181
54;56;42;0.169679;0.420279;-0.424775
55;56;42;0.276502;0.366176;-0.139532
56;56;42;0.439074;0.283514;0.215282
57;56;42;0.642746;0.1816;0.559408
58;56;42;0.826631;0.0878673;0.807835
59;56;42;0.937787;0.0317902;0.934425
60;56;42;0.982544;0.0089911;0.981864
41;57;42;0.97534;0.0127402;0.974212
42;57;42;0.9243;0.0386682;0.91969
43;57;42;0.815805;0.0934127;0.794521
44;57;42;0.654048;0.175957;0.57601
45;57;42;0.481012;0.262631;0.293664
46;57;42;0.339416;0.334291;0.00760759
47;57;42;0.24141;0.383965;-0.227951
48;57;42;0.181402;0.414215;-0.390877
49;57;42;0.149929;0.430246;-0.483159
50;57;42;0.139778;0.435371;-0.513942
51;57;42;0.148397;0.431018;-0.48777
52;57;42;0.178027;0.415958;-0.400568
53;57;42;0.235552;0.386867;-0.243109
54;57;42;0.330737;0.338679;-0.0118646
55;57;42;0.469841;0.26815;0.273297
56;57;42;0.642746;0.1816;0.559408
57;57;42;0.807571;0.0974874;0.784572
58;57;42;0.920216;0.0406529;0.915383
59;57;42;0.973918;0.0134086;0.972839
42;58;42;0.971745;0.0146086;0.970379
43;58;42;0.923759;0.0389381;0.919106
44;58;42;0.832944;0.0847635;0.815271
45;58;42;0.705706;0.149574;0.650234
46;58;42;0.570395;0.217815;0.447318
47;58;42;0.456028;0.275366;0.247011
48;58;42;0.375294;0.31627;0.0853482
49;58;42;0.328525;0.339836;-0.0169226
50;58;42;0.312686;0.347665;-0.0529711
51;58;42;0.326533;0.340828;-0.0214202
52;58;42;0.371175;0.31832;0.0766569
53;58;42;0.449752;0.278541;0.235084
54;58;42;0.562351;0.221728;0.434424
55;58;42;0.697525;0.153663;0.638945
56;58;42;0.826631;0.0878673;0.807835
57;58;42;0.920216;0.0406529;0.915383
58;58;42;0.970282;0.015295;0.968962
43;59;42;0.974946;0.0129352;0.973812
44;59;42;0.939939;0.0307647;0.936614
45;59;42;0.878996;0.0615561;0.869106
46;59;42;0.79676;0.10324;0.770577
47;59;42;0.709717;0.147415;0.656028
48;59;42;0.636339;0.184513;0.550436
49;59;42;0.588574;0.208466;0.476899
50;59;42;0.571678;0.21692;0.449859
51;59;42;0.586931;0.209273;0.474323
52;59;42;0.633217;0.186059;0.545797
53;59;42;0.70556;0.149454;0.650406
54;59;42;0.79245;0.105389;0.765239
55;59;42;0.875504;0.0632465;0.865254
56;59;42;0.937787;0.0317902;0.934425
57;59;42;0.973918;0.0134086;0.972839
44;60;42;0.983003;0.00879332;0.982268
45;60;42;0.963616;0.0186417;0.962043
46;60;42;0.933097;0.0342134;0.929261
47;60;42;0.894418;0.0538064;0.886511
48;60;42;0.856125;0.073214;0.842439
49;60;42;0.82815;0.0874097;0.809057
50;60;42;0.81772;0.0927381;0.796283
51;60;42;0.827491;0.087737;0.808273
52;60;42;0.854977;0.0737703;0.84114
53;60;42;0.893088;0.0544461;0.885078
54;60;42;0.931924;0.0347668;0.92807
55;60;42;0.962801;0.0190156;0.961264
56;60;42;0.982544;0.0089911;0.981864
46;61;42;0.983634;0.00844628;0.982973
47;61;42;0.973073;0.0138077;0.972018
48;61;42;0.961638;0.0196361;0.959978
49;61;42;0.952606;0.0242349;0.950381
50;61;42;0.949112;0.0259947;0.946683
51;61;42;0.952515;0.0242727;0.950301
52;61;42;0.961489;0.0196968;0.959851
53;61;42;0.972913;0.0138721;0.971884
54;61;42;0.983487;0.00849801;0.982867
50;62;42;0.989726;0.0052899;0.989367
47;38;43;0.985486;0.0074998;0.984894
48;38;43;0.97923;0.0106843;0.978414
49;38;43;0.974206;0.0132181;0.973227
50;38;43;0.972298;0.0141918;0.971228
51;38;43;0.97422;0.0132132;0.973237
52;38;43;0.979252;0.0106774;0.978428
53;38;43;0.985508;0.00749451;0.984905
44;39;43;0.989147;0.00565566;0.98863
45;39;43;0.976661;0.0120146;0.975696
46;39;43;0.956517;0.0222788;0.954477
47;39;43;0.930105;0.0356764;0.926119
48;39;43;0.903055;0.0494376;0.896193
49;39;43;0.882775;0.059739;0.873235
50;39;43;0.875291;0.0635674;0.864586
51;39;43;0.882826;0.0597156;0.873288
52;39;43;0.903132;0.0494042;0.896268
53;39;43;0.930171;0.0356511;0.926175
54;39;43;0.95655;0.0222717;0.954493
55;39;43;0.976666;0.0120221;0.975681
56;39;43;0.989141;0.00566784;0.988605
43;40;43;0.981211;0.00970858;0.980405
44;40;43;0.954602;0.0232351;0.952477
45;40;43;0.907007;0.0474475;0.900577
46;40;43;0.839616;0.0815043;0.823032
47;40;43;0.764943;0.119473;0.729825
48;40;43;0.699481;0.152518;0.641975
49;40;43;0.656025;0.174534;0.57972
50;40;43;0.640957;0.182114;0.557476
51;40;43;0.656136;0.17448;0.579877
52;40;43;0.699654;0.152436;0.642206
53;40;43;0.765092;0.119408;0.729999
54;40;43;0.839656;0.0814975;0.823054
55;40;43;0.906928;0.0475021;0.90046
56;40;43;0.954474;0.0233121;0.952317
57;40;43;0.981111;0.00976966;0.980281
42;41;43;0.975468;0.0126635;0.974369
43;41;43;0.933625;0.0339556;0.929813
44;41;43;0.852418;0.0749427;0.838374
45;41;43;0.734958;0.134616;0.690386
46;41;43;0.605939;0.199968;0.503744
47;41;43;0.493423;0.256377;0.316146
48;41;43;0.412514;0.297511;0.161969
49;41;43;0.365233;0.321381;0.0638659
50;41;43;0.349928;0.329154;0.030592
51;41;43;0.365352;0.321322;0.0641202
52;41;43;0.412712;0.297416;0.162361
53;41;43;0.493595;0.256299;0.31644
54;41;43;0.605915;0.199994;0.503681
55;41;43;0.734616;0.134808;0.689891
56;41;43;0.851859;0.0752452;0.837677
57;41;43;0.933115;0.0342271;0.929235
58;41;43;0.975168;0.0128259;0.974037
41;42;43;0.975468;0.0126635;0.974369
42;42;43;0.924863;0.0383698;0.920331
43;42;43;0.817333;0.0926168;0.796436
44;42;43;0.656865;0.174496;0.580215
45;42;43;0.484844;0.260701;0.300643
46;42;43;0.343655;0.332112;0.0170811
47;42;43;0.245777;0.381772;-0.216708
48;42;43;0.18575;0.411961;-0.378462
49;42;43;0.154505;0.427932;-0.469453
50;42;43;0.144871;0.432762;-0.498399
51;42;43;0.154583;0.427893;-0.469222
52;42;43;0.185881;0.411896;-0.378093
53;42;43;0.245875;0.381726;-0.21646
54;42;43;0.343519;0.332194;0.0167592
55;42;43;0.484174;0.261059;0.29939
56;42;43;0.655543;0.175188;0.578231
57;42;43;0.815805;0.0934127;0.794521
58;42;43;0.923759;0.0389381;0.919106
59;42;43;0.974946;0.0129352;0.973812
40;43;43;0.981211;0.00970858;0.980405
41;43;43;0.933625;0.0339556;0.929813
42;43;43;0.817333;0.0926168;0.796436
43;43;43;0.628872;0.188841;0.538125
44;43;43;0.424077;0.291003;0.186097
45;43;43;0.26361;0.372866;-0.171659
46;43;43;0.159179;0.425492;-0.455493
47;43;43;0.0993355;0.455874;-0.642169
48;43;43;0.067726;0.472275;-0.749163
49;43;43;0.0527284;0.47999;-0.80204
50;43;43;0.0483905;0.482234;-0.817609
51;43;43;0.0527629;0.47997;-0.801916
52;43;43;0.0677839;0.472244;-0.748961
53;43;43;0.0993584;0.455862;-0.642094
54;43;43;0.158983;0.425592;-0.456072
55;43;43;0.262812;0.373285;-0.173674
56;43;43;0.422207;0.291974;0.182353
57;43;43;0.625993;0.190321;0.533706
58;43;43;0.81461;0.0940134;0.793064
59;43;43;0.932051;0.0347549;0.928104
60;43;43;0.980615;0.0100107;0.979789
39;44;43;0.989147;0.00565566;0.98863
40;44;43;0.954602;0.0232351;0.952477
41;44;43;0.852418;0.0749427;0.838374
42;44;43;0.656865;0.174496;0.580215
43;44;43;0.424077;0.291003;0.186097
44;44;43;0.239379;0.38536;-0.233667
45;44;43;0.124396;0.442777;-0.561346
46;44;43;0.0642208;0.474012;-0.761365
47;44;43;0.034955;0.489314;-0.866652
48;44;43;0.0213909;0.496192;-0.917343
49;44;43;0.0155917;0.499134;-0.939417
50;44;43;0.013997;0.5;-0.945537
51;44;43;0.0156035;0.499126;-0.939372
52;44;43;0.0214085;0.496179;-0.917276
53;44;43;0.0349429;0.489315;-0.866696
54;44;43;0.0640447;0.4741;-0.76198
55;44;43;0.123694;0.443139;-0.563562
56;44;43;0.237479;0.386336;-0.238624
57;44;43;0.420416;0.292873;0.178808
58;44;43;0.65222;0.176879;0.573322
59;44;43;0.848941;0.0767066;0.834264
60;44;43;0.953063;0.0240063;0.950861
61;44;43;0.988689;0.00588076;0.988174
39;45;43;0.976661;0.0120146;0.975696
40;45;43;0.907007;0.0474475;0.900577
41;45;43;0.734958;0.134616;0.690386
42;45;43;0.484844;0.260701;0.300643
43;45;43;0.26361;0.372866;-0.171659
44;45;43;0.124396;0.442777;-0.561346
45;45;43;0.0549574;0.478957;-0.794134
46;45;43;0.0241392;0.494944;-0.906993
47;45;43;0.0114765;0.501337;-0.955241
48;45;43;0.00639459;0.503985;-0.974942
49;45;43;0.004401;0.505009;-0.982721
50;45;43;0.00387124;0.505241;-0.984792
51;45;43;0.00440411;0.505006;-0.982709
52;45;43;0.00639744;0.50398;-0.974931
53;45;43;0.0114585;0.50134;-0.95531
54;45;43;0.0240122;0.495006;-0.907471
55;45;43;0.0544365;0.479227;-0.79599
56;45;43;0.122808;0.443586;-0.566352
57;45;43;0.259986;0.374738;-0.18079
58;45;43;0.478965;0.26365;0.289942
59;45;43;0.729188;0.137558;0.682588
60;45;43;0.903874;0.0490279;0.897098
61;45;43;0.975646;0.0125132;0.974674
39;46;43;0.956517;0.0222788;0.954477
40;46;43;0.839616;0.0815043;0.823032
41;46;43;0.605939;0.199968;0.503744
42;46;43;0.343655;0.332112;0.0170811
43;46;43;0.159179;0.425492;-0.455493
44;46;43;0.0642208;0.474012;-0.761365
45;46;43;0.0241392;0.494944;-0.906993
46;46;43;0.00919517;0.502545;-0.964063
47;46;43;0.00391209;0.505181;-0.984631
48;46;43;0.00201205;0.506142;-0.992081
49;46;43;0.00131891;0.50648;-0.994805
50;46;43;0.0011418;0.506587;-0.995502
51;46;43;0.00131951;0.506478;-0.994803
52;46;43;0.00201119;0.506139;-0.992084
53;46;43;0.00389775;0.505184;-0.984687
54;46;43;0.0091115;0.502583;-0.964387
55;46;43;0.0237777;0.49513;-0.908355
56;46;43;0.0630134;0.474658;-0.765606
57;46;43;0.155962;0.427093;-0.465017
58;46;43;0.337574;0.33522;0.00349887
59;46;43;0.598367;0.203766;0.491939
60;46;43;0.834486;0.0840925;0.816907
61;46;43;0.954657;0.0232072;0.952535
38;47;43;0.985486;0.0074998;0.984894
39;47;43;0.930105;0.0356764;0.926119
40;47;43;0.764943;0.119473;0.729825
41;47;43;0.493423;0.256377;0.316146
42;47;43;0.245777;0.381772;-0.216708
43;47;43;0.0993355;0.455874;-0.642169
44;47;43;0.034955;0.489314;-0.866652
45;47;43;0.0114765;0.501337;-0.955241
46;47;43;0.00391209;0.505181;-0.984631
47;47;43;0.00152931;0.506359;-0.993978
48;47;43;0.000738839;0.506728;-0.997088
49;47;43;0.000465725;0.506879;-0.998164
50;47;43;0.000397379;0.506908;-0.998433
51;47;43;0.000465713;0.506878;-0.998164
52;47;43;0.0007374;0.506726;-0.997094
53;47;43;0.00151861;0.50636;-0.99402
54;47;43;0.00385495;0.505208;-0.984855
55;47;43;0.0112222;0.501468;-0.956222
56;47;43;0.0340182;0.489799;-0.870114
57;47;43;0.0966586;0.457277;-0.651011
58;47;43;0.239931;0.384703;-0.231771
59;47;43;0.484992;0.260671;0.300835
60;47;43;0.75798;0.122973;0.720819
61;47;43;0.927216;0.0371214;0.923012
62;47;43;0.9848;0.00783279;0.984218
38;48;43;0.97923;0.0106843;0.978414
39;48;43;0.903055;0.0494376;0.896193
40;48;43;0.699481;0.152518;0.641975
41;48;43;0.412514;0.297511;0.161969
42;48;43;0.18575;0.411961;-0.378462
43;48;43;0.067726;0.472275;-0.749163
44;48;43;0.0213909;0.496192;-0.917343
45;48;43;0.00639459;0.503985;-0.974942
46;48;43;0.00201205;0.506142;-0.992081
47;48;43;0.000738839;0.506728;-0.997088
48;48;43;0.000340987;0.506921;-0.998656
49;48;43;0.000209151;0.507017;-0.999175
50;48;43;0.00017683;0.507031;-0.999303
51;48;43;0.000208979;0.507015;-0.999176
52;48;43;0.000339505;0.506921;-0.998661
53;48;43;0.000730049;0.506731;-0.997123
54;48;43;0.00196756;0.506161;-0.992256
55;48;43;0.00619594;0.504092;-0.975716
56;48;43;0.0206322;0.496597;-0.92022
57;48;43;0.0653745;0.473476;-0.757355
58;48;43;0.180311;0.414767;-0.393992
59;48;43;0.403724;0.30194;0.144239
60;48;43;0.691258;0.156671;0.630463
61;48;43;0.899235;0.0513411;0.891979
62;48;43;0.978287;0.0111382;0.977486
38;49;43;0.974206;0.0132181;0.973227
39;49;43;0.882775;0.059739;0.873235
40;49;43;0.656025;0.174534;0.57972
41;49;43;0.365233;0.321381;0.0638659
42;49;43;0.154505;0.427932;-0.469453
43;49;43;0.0527284;0.47999;-0.80204
44;49;43;0.0155917;0.499134;-0.939417
45;49;43;0.004401;0.505009;-0.982721
46;49;43;0.00131891;0.50648;-0.994805
47;49;43;0.000465725;0.506879;-0.998164
48;49;43;0.000209151;0.507017;-0.999175
49;49;43;0.000126238;0.507044;-0.999502
50;49;43;0.000106184;0.507049;-0.999581
51;49;43;0.000125937;0.507044;-0.999503
52;49;43;0.000207376;0.507017;-0.999182
53;49;43;0.000456753;0.506884;-0.998199
54;49;43;0.0012769;0.506502;-0.994971
55;49;43;0.00421819;0.505108;-0.983436
56;49;43;0.0148929;0.499518;-0.942097
57;49;43;0.0505386;0.481149;-0.809894
58;49;43;0.149172;0.430629;-0.485439
59;49;43;0.356284;0.325888;0.0445579
60;49;43;0.647066;0.179028;0.566568
61;49;43;0.878371;0.0619416;0.868253
62;49;43;0.973114;0.0137497;0.972135
38;50;43;0.972298;0.0141918;0.971228
39;50;43;0.875291;0.0635674;0.864586
40;50;43;0.640957;0.182114;0.557476
41;50;43;0.349928;0.329154;0.030592
42;50;43;0.144871;0.432762;-0.498399
43;50;43;0.0483905;0.482234;-0.817609
44;50;43;0.013997;0.5;-0.945537
45;50;43;0.00387124;0.505241;-0.984792
46;50;43;0.0011418;0.506587;-0.995502
47;50;43;0.000397379;0.506908;-0.998433
48;50;43;0.00017683;0.507031;-0.999303
49;50;43;0.000106184;0.507049;-0.999581
50;50;43;8.91492e-05;0.50706;-0.999648
51;50;43;0.000105576;0.507049;-0.999584
52;50;43;0.000174052;0.507034;-0.999314
53;50;43;0.000385457;0.506918;-0.99848
54;50;43;0.00109107;0.506616;-0.995702
55;50;43;0.00366453;0.505358;-0.985602
56;50;43;0.0132394;0.500421;-0.948451
57;50;43;0.0460572;0.483472;-0.826045
58;50;43;0.139325;0.435598;-0.515327
59;50;43;0.340622;0.333789;0.0101318
60;50;43;0.63168;0.186741;0.543655
61;50;43;0.870759;0.0658344;0.859417
62;50;43;0.971197;0.0147237;0.970132
38;51;43;0.97422;0.0132132;0.973237
39;51;43;0.882826;0.0597156;0.873288
40;51;43;0.656136;0.17448;0.579877
41;51;43;0.365352;0.321322;0.0641202
42;51;43;0.154583;0.427893;-0.469222
43;51;43;0.0527629;0.47997;-0.801916
44;51;43;0.0156035;0.499126;-0.939372
45;51;43;0.00440411;0.505006;-0.982709
46;51;43;0.00131951;0.506478;-0.994803
47;51;43;0.000465713;0.506878;-0.998164
48;51;43;0.000208979;0.507015;-0.999176
49;51;43;0.000125937;0.507044;-0.999503
50;51;43;0.000105576;0.507049;-0.999584
51;51;43;0.000124465;0.507047;-0.999509
52;51;43;0.000203378;0.507021;-0.999198
53;51;43;0.000445148;0.506896;-0.998245
54;51;43;0.00124219;0.506529;-0.995107
55;51;43;0.00411555;0.505168;-0.983838
56;51;43;0.014621;0.499674;-0.943142
57;51;43;0.049959;0.481462;-0.81198
58;51;43;0.148274;0.431079;-0.488138
59;51;43;0.355472;0.326283;0.0428138
60;51;43;0.646891;0.179104;0.566332
61;51;43;0.878617;0.0618078;0.868553
62;51;43;0.973264;0.0136696;0.972299
38;52;43;0.979252;0.0106774;0.978428
39;52;43;0.903132;0.0494042;0.896268
40;52;43;0.699654;0.152436;0.642206
41;52;43;0.412712;0.297416;0.162361
42;52;43;0.185881;0.411896;-0.378093
43;52;43;0.0677839;0.472244;-0.748961
44;52;43;0.0214085;0.496179;-0.917276
45;52;43;0.00639744;0.50398;-0.974931
46;52;43;0.00201119;0.506139;-0.992084
47;52;43;0.0007374;0.506726;-0.997094
48;52;43;0.000339505;0.506921;-0.998661
49;52;43;0.000207376;0.507017;-0.999182
50;52;43;0.000174052;0.507034;-0.999314
51;52;43;0.000203378;0.507021;-0.999198
52;52;43;0.000326112;0.506938;-0.998714
53;52;43;0.000694361;0.506762;-0.997263
54;52;43;0.00186729;0.506225;-0.99265
55;52;43;0.00591825;0.504263;-0.976799
56;52;43;0.0199392;0.496979;-0.922854
57;52;43;0.0639804;0.474197;-0.762233
58;52;43;0.178344;0.415794;-0.399655
59;52;43;0.402061;0.302753;0.1409
60;52;43;0.69092;0.156803;0.630061
61;52;43;0.899654;0.051115;0.892476
62;52;43;0.978533;0.0110103;0.977747
38;53;43;0.985508;0.00749451;0.984905
39;53;43;0.930171;0.0356511;0.926175
40;53;43;0.765092;0.119408;0.729999
41;53;43;0.493595;0.256299;0.31644
42;53;43;0.245875;0.381726;-0.21646
43;53;43;0.0993584;0.455862;-0.642094
44;53;43;0.0349429;0.489315;-0.866696
45;53;43;0.0114585;0.50134;-0.95531
46;53;43;0.00389775;0.505184;-0.984687
47;53;43;0.00151861;0.50636;-0.99402
48;53;43;0.000730049;0.506731;-0.997123
49;53;43;0.000456753;0.506884;-0.998199
50;53;43;0.000385457;0.506918;-0.99848
51;53;43;0.000445148;0.506896;-0.998245
52;53;43;0.000694361;0.506762;-0.997263
53;53;43;0.00141586;0.506428;-0.994424
54;53;43;0.0035939;0.505376;-0.985878
55;53;43;0.0105652;0.501838;-0.958762
56;53;43;0.0325359;0.490576;-0.875606
